,Title,Date,Notes,Names and Subjects,ID,Barcode,Physical Description,Map Scale,Copyright,Repository,Date Added/Updated,iiif_manifest_url,Creator,Collection Title,Alternate Title,Collection Creator,Genre
0,"[Sandy Hook, New Jersey].",,"['Pen and ink map showing Sandy Hook as an island and the Jersey mainland in topographical view form and indicating positions of British troops and an advanced battery.', 'Map may relate to British force evacuation of New Jersey following Battle of Monmouth.']","['Manuscript maps.', 'Maps shelf.', 'Views, topographical (Sandy Hook, N.J.)', 'Clinton Maps.', 'Brun Guide.', 'Sandy Hook (N.J.)--Manuscript maps.', 'New Jersey--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",1639,B1938531,1 ms. map ; 21 x 22.5 cm.,Scale indeterminate.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-05-03 11:52:17,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:1639,,Henry Clinton papers,,"Clinton, Henry, Sir, 1738?-1795",
0,[Ensign Nathan Mc:Dowell's draft of the water of big Beaver &c to Lake Erie].,1790,"['Pen and ink sketch map of the course of the Beaver, Mahoning, and Cuyahoga rivers showing the route to Lake Erie.', 'Title taken from verso of map.', 'Indian towns and trails shown.', 'Enclosed in McDowell to Harmar, June 8, 1790, Harmar Papers.']","['Manuscript maps.', 'Maps shelf.', 'Harmar Maps.', 'Brun Guide.', 'Beaver River (Pa.)--Manuscript maps.', 'Mahoning River (Ohio and Pa.)--Manuscript maps.', 'Cuyahoga River (Ohio)--Manuscript maps.', 'Pennsylvania--Manuscript maps.', 'Ohio--Manuscript maps.']",749,B2998587,1 ms. map ; 28 x 38.7 cm.,Scale indeterminate.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2016-08-12 00:19:27,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:749,"McDowell, Nathan.",Josiah Harmar papers,,"Harmar, Josiah, 1753-1813",
0,"A map of lot no. 35, in the second or Little [Nine Partners Patent].",ca. 1790,"['From the Wilson Papers.', 'Finished, colored survey of several pieces of property on the edge of the manor of Livingston.', 'Names of some property owners given.', 'Attribution of author presumably made by style.']","['Real property--Maps, Manuscript.', 'Real property--New York (State)--Dutchess County--Maps, Manuscript.', 'Manuscript maps.', 'Maps shelf.', 'Wilson Maps.', 'Brun Guide.', 'Dutchess County (N.Y.)--Manuscript maps.', 'New York (State)--Manuscript maps.']",5681,B2999652,1 ms. map fragment : col. ; 40.5 x 19.5 cm.,Scale 10 chains to 1 inch.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 16:39:27,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5681,"Thompson, Alexander (Surveyor)",,,,
0,Castle Island in Boston Harbor.,ca. 1800,"['Unfinished, topographical ground plan of the fort on Castle Island, usually known as Castle William.', 'This fort was largely demolished to allow the construction of Fort Independence in 1801.']","['Manuscript maps.', 'Baldwin Maps.', 'Brun Guide.', 'Maps shelf.', 'Fort Independence (Mass.)--Manuscript maps.', 'Massachusetts--Manuscript maps.']",6342,B3666442,1 ms. map ; 37 x 23.4 cm.,"Scale 1:1,584.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-11-06 16:31:51,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6342,,,,,
0,A plan of the town of Medford in the county of Middlesex and commonwealth of Massachusetts containing 5631 acres including water and roads : Surveyd AD 1794 / by Peter Tufts junr.,1807,"Pen and ink sketch map of the town and its major roads, copied by Loammi Baldwin ca. 1807 from Tufts's 1794 survey.","['Manuscript maps.', 'Maps shelf.', 'Baldwin Maps.', 'Brun Guide.', 'Medford (Mass.)--Manuscript maps.', 'Massachusetts--Manuscript maps.', 'Baldwin, Loammi,--1780-1838.']",647,B3004118,1 ms. map ; 25.2 x 39.9 cm.,Scale 200 rods to 1 inch.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2016-02-20 00:25:16,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:647,"Tufts, Peter.",David Baldwin papers,,"Baldwin, David, 1758-1811",
0,"A map of the farm and a draught of the buildings thereon, in West-town Township, Chester Co. Pennsylvania, belonging to the Society of Friends : The farm was purchased of James Gibbons, by order of the society, in the year 1794.",cac. 1794,"['Colored, pen and ink pictorial plan of the farm and its buildings.', 'Farm and its main house are described in a continuation of the title.']","['Real property--Pennsylvania--Westtown--Maps, Manuscript.', 'Real property--Maps, Manuscript.', 'Manuscript maps.', 'Brun Guide.', 'Maps shelf.', 'Westtown (Pa.)--Manuscript maps.', 'Pennsylvania--Manuscript maps.']",6282,B3649524,1 ms. map : col. ; 27.2 x 31 cm.,Scale indeterminate.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-11-06 11:45:03,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6282,,,,,
0,United States of America.,"Feby. 18th, 1797.","['Engraved by: Neele, 352 Strand.', 'Shows original 13 states with addition of Kentucky, Vermont, and Tennessee Governement.']","['Maps shelf.', 'Earle Maps.', 'United States--Maps.', 'Wilkes, J.', 'Neele, Samuel John,--1758-1824']",6285,B1939137,1 map : col. ; 18.5 x 24 cm,"Scale 1:13,000,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-11-06 16:29:02,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6285,,,,,
0,Plan of a settlement call'd Dunlaps Station.,ca. 1792,"['Signed at lower right: B. Shaumburgh.', 'Ground plan of fortified settlement with table of references identifying types of buildings.', 'Additional note discusses changes made to roofs of the houses.']","['Manuscript maps.', 'Maps shelf.', 'Harmar Maps.', 'Brun Guide.', 'Colerain (Hamilton County, Ohio : Township)--Manuscript maps.', ""Dunlap's Station (Ohio)--Manuscript maps."", 'Ohio--Manuscript maps.']",234,B3000243,1 ms. map ; 32.5 x 20 cm.,Scale 1:360.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2016-01-06 00:06:06,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:234,"Shaumburgh, B.",Josiah Harmar papers,,"Harmar, Josiah, 1753-1813",
0,[Map of land owned by W. Youngs estate on the Brandywine].,"June 25, 1798.","['From William Young Papers.', 'Title taken from verso.', 'Pen and ink survey map of lands conveyed to William Young by Caleb Kirk and John McClintock.']","['Young, William,--1755-1829.', '', 'Real property--Pennsylvania--Chester County--Maps, Manuscript.', 'Real property--Maps, Manuscript.', 'Manuscript maps.', 'William Young Papers.', 'Brun Guide.', 'Maps shelf.', 'Chester County (Pa.)--Manuscript maps.', 'Pennsylvania--Manuscript maps.']",6287,B3649520,1 ms. map ; 32.6 x 40.5 cm.,Scale indeterminate.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-11-06 13:49:35,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6287,,,,,
0,Plan de la rivière Slude / par Samuel Hearne.,1799,"['Shows mouth of Rupert River at James Bay.', 'Copy 2 in: Hearne, Samuel. Voyage de Samuel Hearne. Paris. 1799.']","['Maps shelf.', 'Rupert River (Québec)--Maps.']",6291,B3665536,1 map ; 35.6 x 28.2 cm.,"Scale 1:110,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-11-06 11:49:19,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6291,"Hearne, Samuel, 1745-1792.",,,,
0,Kentucky.,1800,"['From: Scott, Joseph. New and universal gazetteer. Philadelphia. 1800.', 'State 2.']","['Maps shelf.', 'Kentucky--Maps.']",6341,B3668087,1 map ; 16 x 19.2 cm.,"Scale 1:4,000,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-11-06 13:41:59,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6341,"Scott, Joseph (Geographer)",,,,
0,A map of a piece of land surveyd for Peter Coem in lot no 3 belonging the Henry Livingston esqr & laid down from a scale of 10 chains to an inch June 1797 / by John Wigram.,June 1797.,"['From Wilson Papers.', 'Pen and ink survey with property description written on same sheet.']","['Coem, Peter.', '', 'Real property--Maps, Manuscript.', 'Real property--New York (State)--Maps, Manuscript.', 'Manuscript maps.', 'Wilson Maps.', 'Brun Guide.', 'Maps shelf.', 'New York (State)--Manuscript maps.']",6284,B3144402,1 ms. map ; 33 x 40.7 cm.,Scale 10 chains to one inch.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-11-06 15:36:55,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6284,"Wigram, John.",,,,
0,Plan of the harbour of New-York and parts adjacent.,1790,"[""From: Millar's new, complete & universal system of geography. London. [1790]"", 'One of five city plans on the same sheet.', 'Engraved by: T. Conder.']","['Maps shelf.', 'New York Harbor (N.Y. and N.J.)--Maps.', 'Conder, Thomas,--1746 or 1747-1831.', 'Millar, George Henry.']",5678,B2998609,1 map : col. ; 15 x 9.8 cm.,"Scale 1:400,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 17:07:12,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5678,,,"Additional title: Various plans and draughts of cities, towns, harbours &c. drawn from the latest authorities.",,
0,[Upper Canada and the Great Lakes region].,179-,"['Finished, colored, outline map showing the basic geography of the region with a number of important posts noted.', 'Notations on the map and on the verso and some later pen and ink additions to the map provide additional details on individual features and might have been added by Governor Simcoe.', 'Style of the map is similar to another attributed to Elizabeth Simcoe.']","['Manuscript maps.', 'Maps shelf.', 'John Graves Simcoe Papers.', 'Brun Guide.', 'Great Lakes (North America)--Manuscript maps.', 'Ontario--Manuscript maps.', 'Simcoe, Elizabeth,--1762-1850.', 'Simcoe, John Graves,--1752-1806.']",5673,B2998331,1 ms. map : col. ; 22.5 x 37.3 cm.,"Scale ca. 1:3,168,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 17:05:18,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5673,,,,,
0,The United States of America.,1799,"[""Prepared for Payne's Geography."", 'Copy 2 in: Payne, John. A new and complete system of universal geography. New York. Vol. 4. 1799.']","['Maps shelf.', 'United States--Maps.', 'Payne, John.']",6295,B3665158,1 map ; 25 x 31.7 cm.,"Scale 1:10,000,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-11-06 16:58:15,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6295,,,,,
0,North America with the West India islands.,"July 1, 1798.",Shows state of Franklinia (Tennessee).,"['Maps shelf.', 'North America--Maps.']",6288,B3144456,1 map : col. ; 14.7 x 17 cm.,"Scale 1:55,000,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-11-06 12:19:57,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6288,,,,,
0,"Plan of the city & harbour of Havanna, capital of Cuba.",1790,"[""From: Millar's new, complete & universal system of geography. London. [1790]"", 'One of five city plans on the same sheet.', 'Engraved by: T. Conder.']","['Maps shelf.', 'Havana (Cuba)--Maps.', 'Conder, Thomas,--1746 or 1747-1831.', 'Millar, George Henry.']",5677,B2998651,1 map : col. ; 12.8 x 10 cm.,"Scale 1:45,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 17:07:12,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5677,,,"Additional title: Various plans and draughts of cities, towns, harbours &c. drawn from the latest authorities.",,
0,[Mr. Mathew's draft of the Scioto & Ohio Companies purchase].,ca. 1790,"['Pen and ink map of the areas of southeastern Ohio purchased by the Scioto and Ohio companies.', 'Title taken from verso of map.']","['Scioto Land Company--Maps, Manuscript.', 'Ohio Company (1786-1796)--Maps, Manuscript.', 'Real property--Maps, Manuscript.', 'Real property--Ohio--Maps, Manuscript.', 'Manuscript maps.', 'Maps shelf.', 'Harmar Maps.', 'Brun Guide.', 'Ohio--Manuscript maps.']",5675,B2998581,1 ms. map ; 29.2 x 31.5 cm.,"Scale ca. 1:760,320.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 15:28:18,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5675,Matthew.,,,,
0,[M. Progues wood land].,ca. 1790,"['Colored, pen and ink survey with a description of the property surveyed for Mathias Progue.', 'From Wilson Papers.', 'Title taken from verso.']","['Progue, Mathias.', '', 'Real property--Maps, Manuscript.', 'Real property--New York (State)--Maps, Manuscript.', 'Manuscript maps.', 'Maps shelf.', 'Wilson Maps.', 'Brun Guide.', 'New York (State)--Manuscript maps.']",5669,B2997032,1 ms. map : col.; 27 x 19.2 cm.,Scale indeterminate.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 17:03:13,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5669,,,,,
0,"Plan and elevation of a stockade work, with block-house bastions; designed for the defence of the settlement of Coleraine, on the Great Miami River, 1791.",1791.,"['Signed at lower right: G. Turner.', ""Finished, colored plan and elevation at Coleraine or Dunlap's Station."", 'Profile view shows details of stockade and blockhouses.']","['Manuscript maps.', 'Maps shelf.', 'Harmar Maps.', 'Brun Guide.', 'Blockhouse plans.', 'Views, architectural (Coleraine, Ohio)', 'Colerain (Hamilton County, Ohio : Township)--Manuscript maps.', ""Dunlap's Station (Ohio)--Manuscript maps."", 'Ohio--Manuscript maps.']",233,B3000226,1 ms. map : col. ; 38.5 x 33.2 cm.,Scale 1:240.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2016-01-06 00:06:34,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:233,"Turner, G.",Josiah Harmar papers,,"Harmar, Josiah, 1753-1813",
0,"A sketch shewing the situation of 230 acres of land, set apart for his excellency Major General Simcoe, to complete his military allowance as colonel, should his excellency approve of the place / DW Smith actg sur gen.",179-,"Finished, colored, topographical plat of lands located near the mouth of the River Nen in the town of Pickering.","['Simcoe, John Graves,--1752-1806.', '', 'Real property--Maps, Manuscript.', 'Real property--Ontario--Pickering--Maps, Manuscript.', 'Manuscript maps.', 'Maps shelf.', 'John Graves Simcoe Papers.', 'Brun Guide.', 'Pickering (Ont.)--Manuscript maps.', 'Ontario--Manuscript maps.']",5672,B2997208,1 ms. map : col. ; 43 x 27.7 cm.,Scale 20 chains to 1 inch.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 15:34:48,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5672,"Smith, David William, Sir, 1764-1837.",,,,
0,[The Johnans. Turner farm] / laid out by Wigram.,ca. 1790,"['From the Wilson Papers.', 'Finished survey of property.', 'Names of property owners given.']","['Turner, Johans.', '', 'Real property--Maps, Manuscript.', 'Real property--New York (State)--Maps, Manuscript.', 'Manuscript maps.', 'Maps shelf.', 'Wilson Maps.', 'Brun Guide.', 'New York (State)--Manuscript maps.']",5683,B2999658,1 ms. map ; 20.5 x 27.7 cm.,Scale 10 chains to 1 inch.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 15:14:05,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5683,"Wigram, John.",,,,
0,"Map of the Second Nine Partners Tract in Dutchess County, protracted by a scale of one hundred chains to an inch.",ca. 1790,"['From: Wilson Papers.', 'Finished, pen and ink plan of the tract giving the names of the owners of individual properties.', 'Copy 2 is negative photostat from Clements original.']","['Real property--Maps, Manuscript.', 'Real property--New York (State)--Dutchess County--Maps, Manuscript.', 'Manuscript maps.', 'Maps shelf.', 'Wilson Maps.', 'Brun Guide.', 'Dutchess County (N.Y.)--Manuscript maps.', 'New York (State)--Manuscript maps.']",5670,B2997069,1 ms. map ; 38 x 24 cm.,Scale 100 chains to 1 inch.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 15:07:26,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5670,,,,,
0,"Surveyed by Daniel Newhall for Capt Caleb Leland and sold to James Wilder, February 1800.",February 1800.,Pen and ink survey of property along the Nashua River.,"['Leland, Caleb.', 'Wilder, James.', '', 'Real property--Massachusetts--Maps, Manuscript.', 'Real property--Maps, Manuscript.', 'Manuscript maps.', 'Baldwin Maps.', 'Brun Guide.', 'Maps shelf.', 'Massachusetts--Manuscript maps.']",6338,B3667930,1 ms. map ; 22 x 35.7 cm.,"Scale 1:5,350.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-11-06 16:34:26,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6338,"Newhall, Daniel, surveyor.",,,,
0,"A plan of the town of Dracut protracted by a scale of 200 rods to an inch : Taken in Octobr. 1791 / by Frederick French, surveyor.","Febry. 23, 1807.","['Pen and ink map of Dracut showing some principal features such as the meeting house, the locations of bridges, and some mills.', 'Copied by T.F. B[aldwin] Febry. 23, 1807.', 'Initialled L.B. (Loammi Baldwin) below copy notation.']","['Manuscript maps.', 'Maps shelf.', 'Baldwin Maps.', 'Brun Guide.', 'Dracut (Mass. : Town)--Manuscript maps.', 'Massachusetts--Manuscript maps.', 'Baldwin, T. F.', 'Baldwin, Loammi,--1780-1838.']",5686,B2999766,1 ms. map ; 25.4 x 39.7 cm.,Scale 200 rods to 1 inch.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 16:46:43,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5686,"French, Frederick, surveyor.",,,,
0,Sketch of Presque Isle.,179-,"['Pen and ink, outline map of the peninsula and harbor with soundings in the surrounding waters.', 'The site of the former French fort appears to be indicated.']","['Manuscript maps.', 'Maps shelf.', 'John Graves Simcoe Papers.', 'Brun Guide.', 'Erie (Pa.)--Manuscript maps.', 'Erie (Pa.)--Harbor--Manuscript maps.', 'Pennsylvania--Manuscript maps.']",5671,B2997109,1 ms. map ; 20 x 32.4 cm.,"Scale 1:63,360.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 16:46:04,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5671,,,,,
0,"Plan of Fort Defiance, erected at the confluence of the Miami & Au Glaise rivers in August, 1794.",1794,"['Relief shown pictorially and by hachures.', 'North oriented toward upper left.', 'Pen, ink and watercolor plan of fort.', 'Not in Brun.']","['Manuscript maps.', 'Maps shelf.', 'Brun Guide.', 'Henry Burbeck Papers..', 'Fort Defiance (Defiance, Ohio)--Manuscript maps.', 'Ohio--Manuscript maps.']",193,B6457093,1 ms. map : col. ; 22.5 x 32.2 cm,"Scale [1:1,584].","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2016-01-06 00:14:24,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:193,,Henry Burbeck papers,,"Burbeck, Henry, 1754-1848",
